n,concentration,raw_current,wash_current,barium_current,response,construct,nucleotide,method,measure,tolbutamide_response,unique_experiment_id
6,1E-06,2979.42749023438,3066.74206542969,104.767456054688,0.970521497747161,E179K-GFP+SUR,TNP-ATP,patch_clamp,current,NA,53
7,0.001,47.285717010498,6381.44287109375,40.0642700195313,0.00113878187146,E179K-GFP+SUR,TNP-ATP,patch_clamp,current,NA,54
7,0.0001,558.486083984375,7199.04638671875,40.0642700195313,0.072415576057323,E179K-GFP+SUR,TNP-ATP,patch_clamp,current,NA,54
7,1E-05,5836.64794921875,7283.86401367187,40.0642700195313,0.800213131827491,E179K-GFP+SUR,TNP-ATP,patch_clamp,current,NA,54
7,1E-06,6599.78076171875,7236.837890625,40.0642700195313,0.911480176744443,E179K-GFP+SUR,TNP-ATP,patch_clamp,current,NA,54
5,0.0001,207.840621948242,7941.89965820313,62.0431251525879,0.018502557271714,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,55
5,1E-05,987.224182128906,8073.71069335938,62.0431251525879,0.115479211924341,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,55
5,1E-06,7757.76904296875,8104.64794921875,62.0431251525879,0.956869830877178,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,55
5,1E-07,8053.24072265625,8098.66552734375,62.0431251525879,0.994347774174992,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,55
6,0.0001,34.8905601501465,2865.1962890625,13.7816963195801,0.007402944448798,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,56
6,1E-05,178.725448608398,2850.19262695312,13.7816963195801,0.058152276352981,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,56
6,1E-06,2730.60913085938,2865.80212402344,13.7816963195801,0.952597466746441,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,56
6,1E-07,2869.20971679687,2899.65930175781,13.7816963195801,0.989448760784741,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,56
7,0.0001,63.7552108764649,6288.28637695313,26.5303325653076,0.005944798559267,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,57
7,1E-05,195.611938476563,6280.533203125,26.5303325653076,0.027035741653909,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,57
7,1E-06,5267.26611328125,6287.86059570313,26.5303325653076,0.837000375394603,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,57
7,1E-07,6125.712890625,6234.05981445313,26.5303325653076,0.982545886548867,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,57
8,0.0001,74.0200729370117,3254.10192871094,9.41910076141357,0.019909795687618,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,58
8,1E-05,252.317123413086,3233.82507324219,9.41910076141357,0.075331091904905,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,58
8,1E-06,2218.21728515625,3251.28295898437,9.41910076141357,0.681335886080545,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,58
8,1E-07,3172.38452148437,3231.0712890625,9.41910076141357,0.981783642631804,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,58
9,0.0001,216.515090942383,4126.3076171875,36.6073799133301,0.043990439541105,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,59
9,1E-05,327.405548095703,4125.00366210938,36.6073799133301,0.07112768628832,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,59
9,1E-06,2997.31005859375,4117.26953125,36.6073799133301,0.725544671153579,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,59
9,1E-07,4062.0244140625,4111.97595214844,36.6073799133301,0.987743062449308,K39R-GFP+SUR,TNP-ATP,patch_clamp,current,NA,59
9,0.001,55.8227462768555,6655.97436523438,23.8965740203857,0.004813901956754,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,60
9,0.0001,60.2099189758301,5661.83203125,23.8965740203857,0.006440894052606,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,60
9,1E-05,488.789642333984,6350.15258789062,23.8965740203857,0.073486287512603,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,60
9,1E-06,4551.90185546875,7067.0078125,23.8965740203857,0.642898447593711,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,60
9,1E-07,6254.66015625,7166.5,23.8965740203857,0.872337887270433,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,60
10,0.001,43.6902809143066,1794.75720214844,20.3388023376465,0.013160074635808,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,61
10,0.0001,63.975757598877,2847.59826660156,20.3388023376465,0.015434365261765,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,61
10,1E-05,123.768882751465,2614.83642578125,20.3388023376465,0.039865166758773,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,61
10,1E-06,702.331787109375,2411.86267089844,20.3388023376465,0.285170887791368,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,61
10,1E-07,1509.564453125,2076.76953125,20.3388023376465,0.724179827625414,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,61
11,0.001,69.6994705200195,4502.90283203125,26.4148025512695,0.009669336248349,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,62
11,0.0001,72.7412109375,6313.74829101563,26.4148025512695,0.007368212370352,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,62
11,1E-05,230.480926513672,6031.66137695313,26.4148025512695,0.033981306418334,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,62
11,1E-06,2145.66357421875,5582.79370117188,26.4148025512695,0.381408253528857,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,62
11,1E-07,3602.59057617187,4882.12084960938,26.4148025512695,0.736489346546684,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,62
1,0.001,56.7505264282227,627.472015380859,14.7389612197876,0.068564222091716,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,63
1,0.0001,72.8273010253906,1330.11862182617,14.7389612197876,0.044160892512831,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,63
1,1E-05,342.277099609375,906.383056640625,14.7389612197876,0.367341790375448,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,63
1,1E-06,651.729675292969,750.12109375,14.7389612197876,0.866203686349438,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,63
2,0.001,124.636520385742,4672.27319335938,18.3200550079346,0.022844335174262,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,64
2,0.0001,308.509552001953,5434.400390625,18.3200550079346,0.053579245323538,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,64
2,1E-05,2124.06030273437,5030.95874023438,18.3200550079346,0.420086182140478,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,64
2,1E-06,3418.59521484375,4685.89965820313,18.3200550079346,0.728487877851758,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,64
3,0.001,50.689151763916,2988.80554199219,19.9611263275146,0.010350163610552,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,65
3,0.0001,122.842964172363,3298.671875,19.9611263275146,0.031378747846697,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,65
3,1E-05,1857.27673339844,3158.08581542969,19.9611263275146,0.585482027993153,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,65
3,1E-06,2339.5654296875,3069.96508789062,19.9611263275146,0.760525013276114,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,65
4,0.001,181.874450683594,6653.73168945313,26.849645614624,0.023393324951831,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,66
4,0.0001,388.303283691406,8101.8466796875,26.849645614624,0.044762076883943,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,66
4,1E-06,5347.947265625,7064.06518554688,26.849645614624,0.756136797262515,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,66
5,0.001,177.134216308594,7814.29418945312,44.9775772094727,0.017010072532101,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,67
5,0.0001,801.429382324219,9130.97900390625,44.9775772094727,0.08325464300414,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,67
5,1E-05,4952.654296875,8531.9501953125,44.9775772094727,0.578259992166968,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,67
5,1E-06,7940.40576171875,8282.1181640625,44.9775772094727,0.958515652520349,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,67
5,1E-07,7806.3896484375,8053.66064453125,44.9775772094727,0.969124637095117,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,67
1,0.001,144.726257324219,2746.6550390625,12.4476079940796,0.048379156543529,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,68
1,0.0001,523.202331542969,3815.31848144531,12.4476079940796,0.134307669270233,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,68
1,1E-05,1717.2275390625,3255.78015136719,12.4476079940796,0.525626006050994,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,68
1,1E-06,2138.35009765625,2824.00085449219,12.4476079940796,0.756130972198396,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,68
2,0.001,52.1922187805176,2820.86437988281,7.53493309020996,0.015873464709659,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,69
2,0.0001,202.192718505859,3017.93884277344,7.53493309020996,0.064661683699492,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,69
2,1E-05,1218.80627441406,2881.95776367187,7.53493309020996,0.421396368146276,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,69
2,1E-06,2186.58520507813,2900.42687988281,7.53493309020996,0.753242883614739,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,69
3,0.001,212.449630737305,2600.96710205078,27.3681449890137,0.071915433925881,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,70
3,0.0001,242.206436157227,2950.38439941406,27.3681449890137,0.073498835609613,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,70
3,1E-05,856.614685058594,2185.89343261719,27.3681449890137,0.384172724230982,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,70
3,1E-06,1084.51220703125,1698.51629638672,27.3681449890137,0.632585483913002,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,70
4,0.001,262.666961669922,2821.9677734375,23.5759296417236,0.085438725301562,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,71
4,0.0001,1006.56146240234,4280.30004882813,23.5759296417236,0.230925356033762,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,71
4,1E-05,2398.24853515625,3124.36511230469,23.5759296417236,0.765828460313175,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,71
4,1E-06,2525.82690429687,2742.47631835938,23.5759296417236,0.920317266876893,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,71
5,0.001,250.574447631836,4229.87963867188,45.7595291137695,0.048950535155574,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,72
5,0.0001,498.422760009766,4539.56127929688,45.7595291137695,0.100730574257654,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,72
5,1E-05,3426.27856445312,4472.361328125,45.7595291137695,0.763682659708506,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,72
5,1E-06,4179.3193359375,4380.35327148438,45.7595291137695,0.953621043286763,K39E-GFP+SUR,TNP-ATP,patch_clamp,current,NA,72
12,0.0001,58.4085845947266,4337.39379882813,11.7189626693726,0.010793604164389,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,73
12,1E-05,260.164489746094,2427.21166992187,11.7189626693726,0.102855010214175,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,73
12,1E-06,889.923278808594,2062.49328613281,11.7189626693726,0.428230598604371,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,73
12,1E-07,1304.81530761719,2000.8941040039,11.7189626693726,0.650066612073325,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,73
13,0.0001,203.032379150391,3616.72058105468,11.7529859542847,0.053059948016198,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,74
13,1E-05,1463.2001953125,4639.31518554687,11.7529859542847,0.313652663487916,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,74
13,1E-06,4190.359375,4505.04663085937,11.7529859542847,0.929965125645372,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,74
13,1E-07,4194.7900390625,4229.64013671875,11.7529859542847,0.991737546214357,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,74
14,0.0001,70.4890670776367,3905.22814941407,11.1548,0.015237069709168,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,75
14,1E-05,296.633850097656,5296.099609375,11.1548,0.054017413690157,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,75
14,1E-06,2318.14501953125,4556.34228515625,11.1548,0.507567669554987,WT-GFP+SUR,TNP-ATP,patch_clamp,current,NA,75
6,0.001,73.2438888549805,4804.13330078125,8.93813037872314,0.013410456966001,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,76
6,0.0001,243.306457519531,5010.00317382813,8.93813037872314,0.046863683056431,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,76
6,1E-05,2713.49633789062,5009.13793945313,8.93813037872314,0.540890026555268,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,76
6,1E-06,4498.669921875,4884.54125976562,8.93813037872314,0.920856696566452,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,76
7,0.001,144.437469482422,1267.50115966797,8.74596977233887,0.107798165043779,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,77
7,0.0001,269.966491699219,1311.44482421876,8.74596977233887,0.200522569767582,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,77
7,1E-05,1032.14587402344,1221.42889404297,8.74596977233887,0.843913840764786,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,77
7,1E-06,1164.15966796875,1240.40985107422,8.74596977233887,0.938091727570291,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,77
8,0.001,79.1912002563477,4622.7236328125,5.20745515823364,0.016022411671484,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,78
8,0.0001,556.018127441406,4622.7236328125,5.20745515823364,0.119287220897835,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,78
8,1E-05,3556.03149414062,4622.7236328125,5.20745515823364,0.768990059237049,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,78
8,1E-06,4288.7138671875,4622.7236328125,5.20745515823364,0.927664624708542,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,78
9,0.001,52.9615707397461,3523.6904296875,4.73815822601318,0.013703912072017,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,79
9,0.0001,151.126556396484,3523.6904296875,4.73815822601318,0.041599995361595,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,79
9,1E-05,2098.65283203125,3523.6904296875,4.73815822601318,0.595039236759979,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,79
9,1E-06,2984.33618164063,3523.6904296875,4.73815822601318,0.846728740136374,K39A-GFP+SUR,TNP-ATP,patch_clamp,current,NA,79
1,0.001,70.5974884033203,1719.48364257813,27.0458889007568,0.025733058369759,WT-GFP+SUR,ATP,patch_clamp,current,NA,80
1,0.0001,230.785736083984,1705.12976074219,27.0458889007568,0.121412195541606,WT-GFP+SUR,ATP,patch_clamp,current,NA,80
1,1E-05,1497.67395019531,1713.8296508789,27.0458889007568,0.871853342701081,WT-GFP+SUR,ATP,patch_clamp,current,NA,80
1,1E-06,1718.21362304688,1754.12707519532,27.0458889007568,0.979205695462709,WT-GFP+SUR,ATP,patch_clamp,current,NA,80
2,0.001,184.257415771484,6454.5791015625,0,0.02854677475823,WT-GFP+SUR,ATP,patch_clamp,current,NA,81
2,0.0001,1004.38989257813,4965.509765625,0,0.202273269006794,WT-GFP+SUR,ATP,patch_clamp,current,NA,81
2,1E-05,3199.6083984375,4072.27612304688,0,0.785705168745668,WT-GFP+SUR,ATP,patch_clamp,current,NA,81
2,1E-06,3082.71435546875,3266.22399902344,0,0.943815964976818,WT-GFP+SUR,ATP,patch_clamp,current,NA,81
3,0.001,169.501037597656,5002.70776367188,55.0280532836914,0.023136700638406,WT-GFP+SUR,ATP,patch_clamp,current,NA,82
3,0.0001,461.028564453125,4753.94287109375,55.0280532836914,0.086403037065194,WT-GFP+SUR,ATP,patch_clamp,current,NA,82
3,1E-05,3833.69018554687,4657.84130859375,55.0280532836914,0.820946217599401,WT-GFP+SUR,ATP,patch_clamp,current,NA,82
3,1E-06,4566.1416015625,4647.95971679688,55.0280532836914,0.982186080432168,WT-GFP+SUR,ATP,patch_clamp,current,NA,82
4,0.001,234.710510253906,9245.49658203125,8.7819995880127,0.024459834570977,WT-GFP+SUR,ATP,patch_clamp,current,NA,83
4,0.0001,2909.9638671875,9080.93115234375,8.7819995880127,0.319789921742879,WT-GFP+SUR,ATP,patch_clamp,current,NA,83
4,1E-05,7831.3544921875,8962.33642578125,8.7819995880127,0.873683469183466,WT-GFP+SUR,ATP,patch_clamp,current,NA,83
4,1E-06,7974.603515625,8056.7255859375,8.7819995880127,0.989795893891231,WT-GFP+SUR,ATP,patch_clamp,current,NA,83
8,0.001,128.130767822266,5612.25,142.30517578125,-0.002591325582705,WT-GFP+SUR,ATP,patch_clamp,current,NA,84
8,0.0001,1425.36206054688,5410.79296875,142.30517578125,0.243534185744527,WT-GFP+SUR,ATP,patch_clamp,current,NA,84
8,1E-05,4532.3740234375,5218.9921875,142.30517578125,0.864750739512295,WT-GFP+SUR,ATP,patch_clamp,current,NA,84
8,1E-06,5075.01904296875,5100.53930664063,142.30517578125,0.994852953088068,WT-GFP+SUR,ATP,patch_clamp,current,NA,84
4,0.001,359.263275146484,933.869262695313,49.9180221557617,0.349957371858999,WT-GFP,TNP-ATP,patch_clamp,current,NA,85
4,0.0001,718.033386230469,841.445831298828,49.9180221557617,0.84408324806431,WT-GFP,TNP-ATP,patch_clamp,current,NA,85
4,1E-05,877.33544921875,868.469635009766,49.9180221557617,1.01083109979843,WT-GFP,TNP-ATP,patch_clamp,current,NA,85
4,1E-06,936.039245605469,894.508026123047,49.9180221557617,1.04917323113859,WT-GFP,TNP-ATP,patch_clamp,current,NA,85
5,0.001,147.844467163086,595.334686279297,77.9826,0.135037373997117,WT-GFP,TNP-ATP,patch_clamp,current,NA,85
5,0.0001,407.148132324219,492.382781982422,77.9826,0.794318020686056,WT-GFP,TNP-ATP,patch_clamp,current,NA,86
5,1E-05,465.530120849609,489.358688354492,77.9826,0.942075953903404,WT-GFP,TNP-ATP,patch_clamp,current,NA,86
5,1E-06,459.726226806641,467.799179077148,77.9826,0.979290382441866,WT-GFP,TNP-ATP,patch_clamp,current,NA,86
5,0.01,61.5075912475586,2986.00134277344,6.4706072807312,0.018471695328132,W311*-GFP+SUR,ATP,patch_clamp,current,NA,87
5,0.001,216.69367980957,2633.9287109375,6.4706072807312,0.080010056958191,W311*-GFP+SUR,ATP,patch_clamp,current,NA,87
5,0.0001,1691.78442382813,2824.90258789062,6.4706072807312,0.597961500629403,W311*-GFP+SUR,ATP,patch_clamp,current,NA,87
5,1E-05,2584.82739257812,2708.67761230469,6.4706072807312,0.954167012558142,W311*-GFP+SUR,ATP,patch_clamp,current,NA,87
5,1E-06,2664.80419921875,2670.84033203125,6.4706072807312,0.997734498798561,W311*-GFP+SUR,ATP,patch_clamp,current,NA,87
6,0.01,19.8086051940918,955.806732177734,8.00965976715088,0.012448809740393,W311*-GFP+SUR,ATP,patch_clamp,current,NA,88
6,0.001,50.8676567077637,921.952606201172,8.00965976715088,0.046893514642062,W311*-GFP+SUR,ATP,patch_clamp,current,NA,88
6,0.0001,339.810302734375,873.638793945313,8.00965976715088,0.383305771336173,W311*-GFP+SUR,ATP,patch_clamp,current,NA,88
6,1E-05,805.2529296875,838.793334960937,8.00965976715088,0.959627991888967,W311*-GFP+SUR,ATP,patch_clamp,current,NA,88
6,1E-06,837.429382324219,832.865386962891,8.00965976715088,1.00553308319364,W311*-GFP+SUR,ATP,patch_clamp,current,NA,88
7,0.01,38.1246910095215,4191.60693359375,12.5152244567871,0.006127998219504,W311*-GFP+SUR,ATP,patch_clamp,current,NA,89
7,0.001,111.860977172852,4218.74047851563,12.5152244567871,0.023618742866945,W311*-GFP+SUR,ATP,patch_clamp,current,NA,89
7,0.0001,2065.89794921875,4144.04174804688,12.5152244567871,0.497003398873905,W311*-GFP+SUR,ATP,patch_clamp,current,NA,89
7,1E-05,3951.7138671875,4112.66455078125,12.5152244567871,0.960745165411321,W311*-GFP+SUR,ATP,patch_clamp,current,NA,89
7,1E-06,4061.8173828125,4076.85192871094,12.5152244567871,0.996300861126318,W311*-GFP+SUR,ATP,patch_clamp,current,NA,89
