n,construct,date,cumulative_exposure,concentration,dye,response,raw_intensity,corrected_intensity,test_concentration,time,repetition,washout,washon,steady_state,unique_experiment_id
1,W311*-GFP+SUR,2018-06-21,1000,0,560.892883758269,-0.07153094783425917,45.92861782749911,53.12347442600393,3e-6,30,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1100,3e-6,471.7451145510986,-0.08548345473653196,196.05312963631255,234.24007382454084,3e-6,33,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1100,3e-6,507.9542876453923,-0.09536025869439069,214.8923693812904,256.77338205467476,3e-6,33,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1100,3e-6,560.892883758269,-0.0945511880124863,46.52617185933678,54.26475283971678,3e-6,33,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1200,3e-6,471.7451145510986,0.13295343736042942,154.98471069409362,187.10285260985668,3e-6,36,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1200,3e-6,507.9542876453923,0.09724283367783959,175.57769357231646,211.62353566390414,3e-6,36,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1200,3e-6,560.892883758269,0.04935215709680807,40.105593648502335,47.1304319046275,3e-6,36,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1300,3e-6,471.7451145510986,0.14257173598317274,151.79659569349212,185.0272880587556,3e-6,39,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1300,3e-6,507.9542876453923,0.09516957599937148,174.60789125466135,212.10954689331064,3e-6,39,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1300,3e-6,560.892883758269,0.00437216347585867,41.71745458919762,49.360412798444784,3e-6,39,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1400,3e-6,471.7451145510986,0.10534349409506039,156.97846345082002,193.0608938131113,3e-6,42,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1400,3e-6,507.9542876453923,0.043505569936196475,183.2772605156582,224.22057745338128,3e-6,42,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1400,3e-6,560.892883758269,-0.08780178454539223,45.29911383776413,53.930136501103654,3e-6,42,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1500,3e-6,471.7451145510986,0.18757560095410897,141.37368779822768,175.31575481779944,3e-6,45,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1500,3e-6,507.9542876453923,0.12772702030548444,166.0768074100806,204.4774596241396,3e-6,45,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1500,3e-6,560.892883758269,0.012184274787373828,40.906572035767276,48.97311040992379,3e-6,45,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1600,3e-6,471.7451145510986,0.21710813010835883,135.1926901640001,168.94283243088387,3e-6,48,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1600,3e-6,507.9542876453923,0.15989347238613494,159.035642968844,196.9370284062925,3e-6,48,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1600,3e-6,560.892883758269,0.037486371760134585,39.65844660972774,47.71870398874348,3e-6,48,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1700,3e-6,471.7451145510986,0.19368117525086903,138.25167408476682,173.9982126961082,3e-6,51,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1700,3e-6,507.9542876453923,0.13584196637239732,162.7437627811861,202.5751611517848,3e-6,51,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1700,3e-6,560.892883758269,-0.010848789384888535,41.460968763783605,50.11502460099852,3e-6,51,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1800,3e-6,471.7451145510986,0.1462330041595853,145.42694173784037,184.23721085933622,3e-6,54,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1800,3e-6,507.9542876453923,0.08778312802418176,170.99540478768196,213.84107148798697,3e-6,54,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1800,3e-6,560.892883758269,-0.06208322367040919,43.38395685472551,52.65508297728596,3e-6,54,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,1900,3e-6,471.7451145510986,0.1612660538886299,141.99911383776413,180.99317921336876,3e-6,57,1,FALSE,TRUE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,1900,3e-6,507.9542876453923,0.10215258094262425,167.59717310236974,210.47259705698852,3e-6,57,1,FALSE,TRUE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,1900,3e-6,560.892883758269,-0.037030667342473844,42.20406993063073,51.41304807565011,3e-6,57,1,FALSE,TRUE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,2000,3e-6,471.7451145510986,0.15555159508264493,142.163980111472,182.22632122648778,3e-6,60,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2000,3e-6,507.9542876453923,0.0979471752605281,167.74787681943943,211.45842453368635,3e-6,60,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2000,3e-6,560.892883758269,-0.025392136361252815,41.59135089618667,50.83604261987042,3e-6,60,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2100,3e-6,471.7451145510986,0.17133007266402867,138.78362003288024,178.82143123265618,3e-6,63,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2100,3e-6,507.9542876453923,0.11658463193799984,163.72545811780745,207.08944844021727,3e-6,63,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2100,3e-6,560.892883758269,-0.018741474208712416,41.19745779702474,50.50632159642209,3e-6,63,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2200,3e-6,471.7451145510986,0.14253943547672276,142.91668872047794,185.03425829214092,3e-6,66,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2200,3e-6,507.9542876453923,0.08453327268160649,169.14888327519148,214.60289970010064,3e-6,66,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2200,3e-6,560.892883758269,-0.04933743766205034,42.319868479088974,52.023182948245356,3e-6,66,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2300,3e-6,471.7451145510986,0.18350281917047606,135.4862624804523,176.19463390297258,3e-6,69,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2300,3e-6,507.9542876453923,0.12715935620091423,160.83154897951,204.61053094094572,3e-6,69,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2300,3e-6,560.892883758269,-0.0145743893928445,40.81808011548176,50.29972931451537,3e-6,69,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2400,3e-6,471.7451145510986,0.1329825801605714,143.28087734071136,187.09656378838554,3e-6,72,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2400,3e-6,507.9542876453923,0.07211559015204672,170.55362684951285,217.51384184455716,3e-6,72,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2400,3e-6,560.892883758269,-0.05603779608093595,42.392902682545405,52.35536777205297,3e-6,72,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2500,3e-6,471.7451145510986,0.10868955286320237,146.73930791130357,192.3388366970394,3e-6,75,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2500,3e-6,507.9542876453923,0.05402947762750099,173.494017402462,221.75357232983555,3e-6,75,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2500,3e-6,560.892883758269,-0.09221297051642141,43.75837844340188,54.14883062803853,3e-6,75,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2600,3e-6,471.7451145510986,0.22204480147535766,127.63101567825494,167.8775317481259,3e-6,78,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2600,3e-6,507.9542876453923,0.17226024369503512,151.5090741409038,194.03802082510822,3e-6,78,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2600,3e-6,560.892883758269,0.0480096279592136,38.07259713701431,47.196990703000345,3e-6,78,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2700,3e-6,471.7451145510986,0.17687571393718515,134.60738602189343,177.62471891469286,3e-6,81,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2700,3e-6,507.9542876453923,0.1201991986498886,160.7516219575765,206.2421249118101,3e-6,81,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2700,3e-6,560.892883758269,-0.0022805935040535186,40.01959982356951,49.69023767751067,3e-6,81,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2800,3e-6,471.7451145510986,0.1837783062829068,133.0829183207025,176.1351856255512,3e-6,84,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2800,3e-6,507.9542876453923,0.13137640888014068,158.4558081719395,203.62197318549238,3e-6,84,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2800,3e-6,560.892883758269,0.011905184549117709,39.39628694013392,48.98694691475318,3e-6,84,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,2900,3e-6,471.7451145510986,0.18005036780638006,133.32535386342676,176.9396498300903,3e-6,87,1,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,2900,3e-6,507.9542876453923,0.12238800366795732,159.8659408957857,205.72902717735545,3e-6,87,1,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,2900,3e-6,560.892883758269,-7.19964811140672e-4,39.84789285857493,49.612866119905156,3e-6,87,1,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,3000,0,471.7451145510986,0.2289793282554734,125.05355467340311,166.38110722150165,3e-6,90,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3000,0,507.9542876453923,0.18216895140968226,148.78458238100967,191.71523033541686,3e-6,90,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3000,0,560.892883758269,0.05829973809009836,37.45400376919686,46.68683614005125,3e-6,90,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3100,0,471.7451145510986,0.1735683323413727,133.7295561169253,178.33842975550624,3e-6,93,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3100,0,507.9542876453923,0.12568462772250155,158.87697181121936,204.95623548518918,3e-6,93,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3100,0,560.892883758269,0.005543838977987159,39.510722162075446,49.30232444019559,3e-6,93,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3200,0,471.7451145510986,0.04629358605740874,153.994426400417,205.80346925976252,3e-6,96,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3200,0,507.9542876453923,0.017743304290500195,178.30685272063837,230.25974495715872,3e-6,96,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3200,0,560.892883758269,-0.05164368421234644,41.743381851718176,52.13752013083663,3e-6,96,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3300,0,471.7451145510986,0.08934122340847361,146.75372709410962,196.5140768631433,3e-6,99,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3300,0,507.9542876453923,0.07725766151929547,167.34783271181686,216.30844202723245,3e-6,99,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3300,0,560.892883758269,0.0356093974939109,38.24749588997153,47.81175906534349,3e-6,99,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3400,0,471.7451145510986,0.06693358311274056,150.09175989414175,201.34949585935476,3e-6,102,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3400,0,507.9542876453923,0.05997069220389162,170.3410441477204,220.36083806895346,3e-6,102,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3400,0,560.892883758269,0.03589533075503193,38.20695697501903,47.79758330279047,3e-6,102,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3500,0,471.7451145510986,0.02204656398374083,157.04920004811737,211.03581454865483,3e-6,105,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3500,0,507.9542876453923,0.017321325185586045,177.93652111151204,230.35866492532915,3e-6,105,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3500,0,560.892883758269,-0.001141965186651106,39.64748386061991,49.63378770523268,3e-6,105,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3600,0,471.7451145510986,0.07653184825708936,148.07110549741367,199.27825439898123,3e-6,108,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3600,0,507.9542876453923,0.07385302354999601,167.58790649184004,217.1065542456644,3e-6,108,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3600,0,560.892883758269,0.060815674355496285,37.17086090059747,46.56210313432476,3e-6,108,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3700,0,471.7451145510986,-0.05327712044025845,168.64559124263198,227.29016216051826,3e-6,111,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3700,0,507.9542876453923,-0.052139420024645,190.2722041781948,246.64159131972676,3e-6,111,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3700,0,560.892883758269,-0.06043560645817614,41.94642928746139,52.57339877486996,3e-6,111,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3800,0,471.7451145510986,-0.022304784208925454,163.47284975339826,220.60653903048458,3e-6,114,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3800,0,507.9542876453923,-0.01760541001927729,183.927960222944,238.5461592693092,3e-6,114,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3800,0,560.892883758269,-0.023949063058931186,40.48296643810898,50.76449912611909,3e-6,114,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,3900,0,471.7451145510986,-0.07203350229947292,171.21886603312078,231.33766399227125,3e-6,117,1,TRUE,FALSE,FALSE,43
1,W311*-GFP+SUR,2018-06-21,3900,0,507.9542876453923,-0.07349911998669878,193.93694213881872,251.64871327380146,3e-6,117,1,TRUE,FALSE,FALSE,44
1,W311*-GFP+SUR,2018-06-21,3900,0,560.892883758269,-0.07668947669727522,42.549027627410865,53.379219700262325,3e-6,117,1,TRUE,FALSE,FALSE,45
1,W311*-GFP+SUR,2018-06-21,4000,0,471.7451145510986,-0.02815842917386857,164.0298528409319,221.86971648634338,3e-6,120,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4000,0,507.9542876453923,-0.025421909213848126,185.17129395725567,240.37849609008256,3e-6,120,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4000,0,560.892883758269,-0.041181477452673976,41.12922330486386,51.61883350366979,3e-6,120,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4100,0,471.7451145510986,0.06745134665408059,148.62513332531378,201.23776594802544,3e-6,123,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4100,0,507.9542876453923,0.07136761280899406,167.62800834035048,217.68918203108615,3e-6,123,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4100,0,560.892883758269,0.06851729331222534,36.782521352099124,46.180278644314875,3e-6,123,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4200,0,471.7451145510986,-0.06286509617993241,169.23574321344083,229.3591832361405,3e-6,126,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4200,0,507.9542876453923,-0.059014415518898966,191.0969605838245,248.25322167664183,3e-6,126,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4200,0,560.892883758269,-0.06924124025450418,42.20860098640683,53.00995719880485,3e-6,126,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4300,0,471.7451145510986,0.04156965480705621,152.4755443281607,206.82286204736903,3e-6,129,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4300,0,507.9542876453923,0.04196751515599484,172.8211716588476,224.58112689322354,3e-6,129,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4300,0,560.892883758269,0.04258573010871525,37.7831388588155,47.465892221274345,3e-6,129,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4400,0,471.7451145510986,-0.008753321378527135,160.35416015076785,217.6822239338593,3e-6,132,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4400,0,507.9542876453923,-0.00836020246916025,181.8491358915754,236.37890590075028,3e-6,132,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4400,0,560.892883758269,-0.008569108036184048,39.79143109186416,50.00200444598375,3e-6,132,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4500,0,471.7451145510986,-0.007745804948191992,160.07718031998076,217.4648086227448,3e-6,135,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4500,0,507.9542876453923,-0.00891123352554346,181.90302337703997,236.50807811312663,3e-6,135,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4500,0,560.892883758269,-0.011700326198348376,39.905533501744245,50.157241388319555,3e-6,135,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4600,0,471.7451145510986,-0.05429974439243246,167.3597698384057,227.51083757386218,3e-6,138,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4600,0,507.9542876453923,-0.05549202069320547,190.25873531416656,247.42750500019122,3e-6,138,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4600,0,560.892883758269,-0.04707653976538517,41.29214082360962,51.91109402366875,3e-6,138,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4700,0,471.7451145510986,0.048696899124779924,150.91686515096836,205.2848503643127,3e-6,141,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4700,0,507.9542876453923,0.046388183391742555,171.85970969164768,223.54483775928364,3e-6,141,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4700,0,560.892883758269,0.052857908003007714,37.34403143670556,46.95662668790851,3e-6,141,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4800,0,471.7451145510986,-0.03430369431112856,163.99111832872208,223.19582362610862,3e-6,144,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4800,0,507.9542876453923,-0.037195152905470596,186.88945025863103,243.1383694527104,3e-6,144,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4800,0,560.892883758269,-0.029457064410579825,40.58259352820881,51.037570258160684,3e-6,144,2,FALSE,FALSE,TRUE,45
1,W311*-GFP+SUR,2018-06-21,4900,0,471.7451145510986,0.0485521052145409,150.7753799270219,205.31609592229495,3e-6,147,2,FALSE,FALSE,TRUE,43
1,W311*-GFP+SUR,2018-06-21,4900,0,507.9542876453923,0.052786143942347596,170.64844219896543,222.04503351151095,3e-6,147,2,FALSE,FALSE,TRUE,44
1,W311*-GFP+SUR,2018-06-21,4900,0,560.892883758269,0.0570584277102999,37.16630578611812,46.748376798628804,3e-6,147,2,FALSE,FALSE,TRUE,45
2,W311*-GFP+SUR,2018-06-21,0,0,471.7451145510986,0,25.72124542124541,25.72124542124541,1e-5,0,1,NA,FALSE,TRUE,46
2,W311*-GFP+SUR,2018-06-21,0,0,507.9542876453923,0,35.6420634920635,35.6420634920635,1e-5,0,1,NA,FALSE,TRUE,47
2,W311*-GFP+SUR,2018-06-21,0,0,560.892883758269,0,8.526923076923076,8.526923076923076,1e-5,0,1,NA,FALSE,TRUE,48
2,W311*-GFP+SUR,2018-06-21,100,0,471.7451145510986,0.06918571724994094,23.75337810337811,23.941702608214786,1e-5,3,1,FALSE,FALSE,TRUE,46
2,W311*-GFP+SUR,2018-06-21,100,0,507.9542876453923,0.045332746488926934,33.83805453805454,34.02631086343555,1e-5,3,1,FALSE,FALSE,TRUE,47
2,W311*-GFP+SUR,2018-06-21,100,0,560.892883758269,0.1517998633443307,7.188807488807488,7.232537319098533,1e-5,3,1,FALSE,FALSE,TRUE,48
2,W311*-GFP+SUR,2018-06-21,200,0,471.7451145510986,0.07743389877982099,23.35842490842491,23.72954910680576,1e-5,6,1,FALSE,FALSE,TRUE,46
2,W311*-GFP+SUR,2018-06-21,200,0,507.9542876453923,0.06187354073371765,33.06855921855922,33.43676282475356,1e-5,6,1,FALSE,FALSE,TRUE,47
2,W311*-GFP+SUR,2018-06-21,200,0,560.892883758269,0.11690757537093488,7.43945868945868,7.530061174625527,1e-5,6,1,FALSE,FALSE,TRUE,48
2,W311*-GFP+SUR,2018-06-21,300,0,471.7451145510986,1.910005582245189e-4,25.116564916564922,25.716332649011722,1e-5,9,1,FALSE,FALSE,TRUE,46
2,W311*-GFP+SUR,2018-06-21,300,0,507.9542876453923,-0.017525757058797442,35.67055352055351,36.26671763789964,1e-5,9,1,FALSE,FALSE,TRUE,47
2,W311*-GFP+SUR,2018-06-21,300,0,560.892883758269,0.12511245213743927,7.326129426129421,7.460098821581911,1e-5,9,1,FALSE,FALSE,TRUE,48
