construct,method,wavelength,raw_spectra,background_corrected_spectra,bleaching_corrected_spectra,normalised_raw_spectra,normalised_background_corrected_spectra,normalised_bleaching_corrected_spectra,gfp_spectra,subtracted_spectra,normalised_subtracted_spectra
W311*-GFP,unroofed,419.99605338911,9305.109615866042,261.83444805828674,261.83444805828674,0.6986513402823633,0.079899292447140835,0.079899292447140835,0.01886280227918131,0.06103649016795952,0.11513744496836173
W311*-GFP,unroofed,420.3089789653047,9344.871098991944,273.6636763051996,273.6636763051996,0.7016367337515772,0.08350900451571353,0.08350900451571353,0.01974891108914213,0.0637600934265714,0.12027517027728997
W311*-GFP,unroofed,420.6219021106943,9391.080113587275,284.8454817140165,284.8454817140165,0.7051062243124524,0.0869211542426555,0.0869211542426555,0.024954399906034767,0.06196675433662073,0.11689226801324078
W311*-GFP,unroofed,420.9348228160114,9451.903596032176,310.0269423355204,310.0269423355204,0.7096730063585568,0.09460532605948158,0.09460532605948158,0.02223118762671514,0.07237413843276644,0.13652445214337616
W311*-GFP,unroofed,421.24774107198846,9498.008513761743,329.5950197951348,329.5950197951348,0.7131346810615014,0.1005765630573956,0.1005765630573956,0.02217064565687637,0.07840591740051922,0.1479026230875095
W311*-GFP,unroofed,421.56065686935744,9544.538966525091,340.2490436878594,340.2490436878594,0.7166283060190869,0.10382765922543737,0.10382765922543737,0.026039324914684813,0.07778833431075255,0.14673763245951418
W311*-GFP,unroofed,421.8735701988499,9597.42436852245,359.8865220168259,359.8865220168259,0.7205990767581898,0.10982007403397778,0.10982007403397778,0.022728795717238962,0.08709127831673882,0.16428643319470568
W311*-GFP,unroofed,422.1864810511967,9640.185014906945,379.8387306082227,379.8387306082227,0.7238096550470182,0.11590852939587688,0.11590852939587688,0.023360154593940877,0.092548374801936,0.17458053995809325
W311*-GFP,unroofed,422.49938941712963,9675.649714485808,386.83465255568365,386.83465255568365,0.7264724350588986,0.11804334862139423,0.11804334862139423,0.023334970657532206,0.09470837796386203,0.17865510657395503
W311*-GFP,unroofed,422.81229528737856,9722.818824796734,415.4477203149535,415.4477203149535,0.7300140120525177,0.12677468204853304,0.12677468204853304,0.027200556094244564,0.09957412595428847,0.1878337108799367
W311*-GFP,unroofed,423.125198652674,9749.794024968354,423.9635426294244,423.9635426294244,0.7320393788168332,0.12937330183511028,0.12937330183511028,0.023021699558540755,0.10635160227656953,0.2006185434437633
W311*-GFP,unroofed,423.4380995037456,9793.190401965658,451.35271172464525,451.35271172464525,0.7352976893799745,0.1377311601981019,0.1377311601981019,0.02389291921856339,0.1138382409795385,0.21474111912413213
W311*-GFP,unroofed,423.7509978313232,9812.791235313422,457.3783700619455,457.3783700619455,0.7367693698925519,0.13956990159079796,0.13956990159079796,0.028615563945980953,0.110954337644817,0.20930100845292787
W311*-GFP,unroofed,424.06389362613623,9822.56627633047,452.2536548574874,452.2536548574874,0.7375033048798659,0.13800608475208256,0.13800608475208256,0.02782396322714259,0.11018212152493997,0.20784432261202582
W311*-GFP,unroofed,424.3767868789131,9852.121102926154,467.31508166394633,467.31508166394633,0.7397223565692388,0.1426021085144432,0.1426021085144432,0.026539849655634915,0.11606225885880828,0.21893644122536096
W311*-GFP,unroofed,424.6896775803828,9883.300279338451,487.1174311458608,487.1174311458608,0.7420633685818442,0.14864483407683277,0.14864483407683277,0.02774181521213371,0.12090301886469906,0.22806790893016476
W311*-GFP,unroofed,425.00256572127296,9900.518480727143,503.73542429701854,503.73542429701854,0.7433561550157568,0.15371584709485003,0.15371584709485003,0.0278373517269589,0.12587849536789114,0.23745350188449837
W311*-GFP,unroofed,425.31545129231216,9917.90775312118,503.1056681640915,503.1056681640915,0.7446617858966562,0.1535236757827547,0.1535236757827547,0.025649858983503235,0.12787381679925147,0.24121741771362384
W311*-GFP,unroofed,425.6283342842278,9922.631296344083,501.4441752824623,501.4441752824623,0.7450164415578787,0.153016667989729,0.153016667989729,0.03314759513590536,0.11986907285382363,0.22611750349892454
W311*-GFP,unroofed,425.941214687747,9959.055485357212,528.9100694281518,528.9100694281518,0.747751262481356,0.16139793915149814,0.16139793915149814,0.03643565422522517,0.12496228492627297,0.23572518937814416
W311*-GFP,unroofed,426.2540924935966,9960.001788234973,531.246489924059,531.246489924059,0.74782231331269,0.16211090242224555,0.16211090242224555,0.025812057162489008,0.13629884525975655,0.2571101443114172
W311*-GFP,unroofed,426.5669676925035,9983.909422734838,549.6343143479103,549.6343143479103,0.7496173594299148,0.16772198290460028,0.16772198290460028,0.03138892301576061,0.13633305988883967,0.25717468578426944
W311*-GFP,unroofed,426.879840275194,9998.188605856349,562.3565275198115,562.3565275198115,0.7506894768834234,0.17160419106450717,0.17160419106450717,0.031053666342469206,0.14055052472203797,0.26513038775537123
W311*-GFP,unroofed,427.1927102323939,10000.531152519452,556.3217865244076,556.3217865244076,0.7508653612559256,0.169762678080978,0.169762678080978,0.03385037475684492,0.13591230332413307,0.2563809829405988
W311*-GFP,unroofed,427.50557755482856,10016.163404369383,564.8908104742964,564.8908104742964,0.7520390705573146,0.17237753245035536,0.17237753245035536,0.030389080180656357,0.141988452269699,0.26784285210959163
W311*-GFP,unroofed,427.81844223322366,10030.502284451837,581.3752468531264,581.3752468531264,0.7531156702107644,0.1774077903588382,0.1774077903588382,0.032483986580071185,0.144923803778767,0.2733800131080058
W311*-GFP,unroofed,428.13130425830417,10043.473721290313,583.0783118380298,583.0783118380298,0.7540895987410783,0.17792748396025074,0.17792748396025074,0.038376293289106474,0.13955119067114427,0.2632452733103374
W311*-GFP,unroofed,428.44416362079465,10063.9049794373,604.781385782654,604.781385782654,0.7556236296635844,0.1845502192991754,0.1845502192991754,0.03463787790420271,0.14991234139497267,0.2827902441628706
W311*-GFP,unroofed,428.75702031141986,10058.052801853824,596.6808736170409,596.6808736170409,0.7551842332587001,0.18207833221444825,0.18207833221444825,0.03178974174498919,0.15028859046945905,0.28349998938231
W311*-GFP,unroofed,429.06987432090347,10061.46499767283,599.2742140111991,599.2742140111991,0.7554404296153975,0.1828696950931849,0.1828696950931849,0.039984856958184045,0.14288483813500086,0.26953376811659996
W311*-GFP,unroofed,429.3827256399692,10084.38065605182,612.6160226830731,612.6160226830731,0.7571609956378155,0.18694097402822618,0.18694097402822618,0.03162047444615254,0.15532049958207364,0.29299203515599687
W311*-GFP,unroofed,429.6955742593405,10108.122757518602,634.6481674257759,634.6481674257759,0.7589436131131221,0.19366412596292912,0.19366412596292912,0.031914420945610776,0.16174970501731833,0.3051198997326426
W311*-GFP,unroofed,430.0084201697408,10110.037847890246,626.4872439382822,626.4872439382822,0.7590874029780614,0.19117380424551764,0.19117380424551764,0.03474695391019395,0.1564268503353237,0.29507902276975884
W311*-GFP,unroofed,430.32126336189276,10137.452640156092,644.6125733855725,644.6125733855725,0.7611457754369347,0.19670478387386447,0.19670478387386447,0.03212166714572376,0.16458311672814072,0.3104647644853471
W311*-GFP,unroofed,430.6341038265189,10150.208658031133,659.0385714484363,659.0385714484363,0.7621035297625655,0.20110690531592185,0.20110690531592185,0.040659148184819534,0.16044775713110232,0.30266394342374653
W311*-GFP,unroofed,430.9469415543411,10165.836668640633,663.581227361961,663.581227361961,0.7632769206208158,0.20249310562689335,0.20249310562689335,0.03401102669985321,0.16848207892704015,0.3178196524281856
W311*-GFP,unroofed,431.2597765360818,10198.650859420488,689.2364123033801,689.2364123033801,0.7657406936783127,0.21032183534378535,0.21032183534378535,0.04015083190715274,0.1701710034366326,0.32100559009012863
W311*-GFP,unroofed,431.5726087624625,10210.24035723441,690.1385987476555,690.1385987476555,0.7666108627053482,0.21059713929667453,0.21059713929667453,0.037234852376006496,0.17336228692066805,0.32702553366012205
W311*-GFP,unroofed,431.8854382242043,10229.123424245547,700.6856882933423,700.6856882933423,0.7680286514924332,0.21381560424017737,0.21381560424017737,0.04079425263572987,0.1730213516044475,0.3263824032785897
W311*-GFP,unroofed,432.1982649120281,10253.264724479366,711.6548463644076,711.6548463644076,0.7698412418283662,0.2171628642173056,0.2171628642173056,0.03741455177144485,0.17974831244586076,0.3390719449208305
W311*-GFP,unroofed,432.51108881665476,10270.034215295693,719.2875855687389,719.2875855687389,0.7711003379291476,0.21949200947065997,0.21949200947065997,0.04522243096136239,0.17426957850929758,0.3287370219037715
W311*-GFP,unroofed,432.82390992880477,10297.98901545078,745.8292477458613,745.8292477458613,0.7731992555563376,0.22759124944480974,0.22759124944480974,0.03932744320939835,0.1882638062354114,0.3551353226621589
W311*-GFP,unroofed,433.136728239198,10316.92523581136,743.3868113122099,743.3868113122099,0.7746210352323389,0.22684593520391041,0.22684593520391041,0.04330552861409204,0.18354040658981838,0.3462252400990641
W311*-GFP,unroofed,433.44954373855467,10351.536244528892,779.4549901749622,779.4549901749622,0.7772197179590632,0.23785221032302425,0.23785221032302425,0.040960224519891106,0.19689198580313316,0.37141126755056925
W311*-GFP,unroofed,433.7623564175938,10356.187038700145,774.2381726483455,774.2381726483455,0.7775689114361163,0.2362602882810868,0.2362602882810868,0.046135762349150525,0.1901245259319363,0.35864532972630436
W311*-GFP,unroofed,434.0751662670351,10385.923797282334,784.0458993131012,784.0458993131012,0.7798016230426162,0.23925313519958888,0.23925313519958888,0.045348610861690675,0.1939045243378982,0.3657758078591279
W311*-GFP,unroofed,434.3879732775971,10402.46737424151,800.9950661546642,800.9950661546642,0.7810437569553523,0.24442520651507887,0.24442520651507887,0.042071015130830364,0.2023541913842485,0.3817150119626568
W311*-GFP,unroofed,434.7007774399985,10433.698487450789,831.1260198343462,831.1260198343462,0.783388668515015,0.25361972579096975,0.25361972579096975,0.04450925608420661,0.20911046970676314,0.3944598572414211
W311*-GFP,unroofed,435.013578744958,10459.00463502113,832.7156362802925,832.7156362802925,0.7852887185571182,0.2541048003494754,0.2541048003494754,0.042903468432925515,0.21120133191654988,0.39840399839294033
W311*-GFP,unroofed,435.32637718319324,10477.932362005477,843.6842506342244,843.6842506342244,0.7867098605287899,0.25745189441026006,0.25745189441026006,0.046710681731028006,0.21074121267923207,0.3975360429580884
W311*-GFP,unroofed,435.6391727454224,10491.650030319212,850.3480424302364,850.3480424302364,0.7877398180197364,0.2594853634723519,0.2594853634723519,0.04210688777234448,0.21737847570000743,0.41005638126214483
W311*-GFP,unroofed,435.9519654223627,10527.457646948344,869.3155827954358,869.3155827954358,0.7904283451175369,0.26527334540475467,0.26527334540475467,0.04974755067266137,0.2155257947320933,0.40656153821989005
W311*-GFP,unroofed,436.26475520473156,10558.994735677792,887.0765202051201,887.0765202051201,0.7927962300989093,0.270693130092199,0.270693130092199,0.05417440645148269,0.21651872364071628,0.40843457019239504
W311*-GFP,unroofed,436.57754208324565,10573.054672068483,894.2422908294751,894.2422908294751,0.7938518859492061,0.2728797789727046,0.2728797789727046,0.040767002933534226,0.23211277603917038,0.4378507332928622
W311*-GFP,unroofed,436.8903260486215,10608.648471567269,921.2261144114728,921.2261144114728,0.7965243591120333,0.2811139453618428,0.2811139453618428,0.04985551193702311,0.2312584334248197,0.43623912644139934
W311*-GFP,unroofed,437.20310709157616,10615.033489587518,915.6043327516862,915.6043327516862,0.7970037625346398,0.2793984477249189,0.2793984477249189,0.045468224085232246,0.23393022363968666,0.4412791131441855
W311*-GFP,unroofed,437.515885202825,10635.864509053512,938.5073030305863,938.5073030305863,0.7985678085556076,0.28638733377025183,0.28638733377025183,0.04890809661117667,0.23747923715907515,0.4479738681613255
W311*-GFP,unroofed,437.8286603730846,10671.8751595461,962.6499320014609,962.6499320014609,0.8012715799532264,0.2937545040829882,0.2937545040829882,0.05095445942902096,0.24280004465396723,0.4580108833704991
W311*-GFP,unroofed,438.14143259306945,10695.784435788943,982.9007226626193,982.9007226626193,0.8030667493366973,0.2999340723457614,0.2999340723457614,0.04625274533128248,0.25368132701447893,0.4785370152879973
W311*-GFP,unroofed,438.45420185349604,10711.00599704241,982.9297563943863,982.9297563943863,0.8042096229416242,0.2999429320456309,0.2999429320456309,0.05153123481703516,0.24841169722859574,0.468596540208153
W311*-GFP,unroofed,438.76696814507835,10726.505804395,991.1578620669894,991.1578620669894,0.8053733879726713,0.3024537545378453,0.3024537545378453,0.04884886741392259,0.2536048871239227,0.47839282132028904
W311*-GFP,unroofed,439.0797314585318,10734.312405725608,982.5939043079031,982.5939043079031,0.8059595274925518,0.29984044612647126,0.29984044612647126,0.050481338121712085,0.2493591080047592,0.4703837081105468
W311*-GFP,unroofed,439.3924917845705,10776.009951245118,1024.6494121997316,1024.6494121997316,0.8090902854595529,0.3126737663751279,0.3126737663751279,0.053014951856479774,0.25965881451864814,0.48981277240749227
W311*-GFP,unroofed,439.70524911390856,10787.10028762206,1021.4582124681759,1021.4582124681759,0.809922976173988,0.311699965553656,0.311699965553656,0.0456345001611844,0.26606546539247156,0.5018980907209554
W311*-GFP,unroofed,440.0180034372602,10809.29328376937,1033.9878846096153,1033.9878846096153,0.8115892828746379,0.31552341944262935,0.31552341944262935,0.03594299917864199,0.27958042026398733,0.5273923052225927
W311*-GFP,unroofed,440.330754745339,10845.851400854757,1072.3912998922588,1072.3912998922588,0.8143341594590422,0.3272422965093852,0.3272422965093852,0.043899158214344244,0.28334313829504093,0.5344901861629898
W311*-GFP,unroofed,440.64350302885833,10850.60576222584,1067.5712647412663,1067.5712647412663,0.8146911290253576,0.32577145338316327,0.32577145338316327,0.04627113980356839,0.2795003135795949,0.5272411943225318
W311*-GFP,unroofed,440.95624827853095,10869.687842887906,1086.9387749718621,1086.9387749718621,0.8161238602644606,0.3316814869000017,0.3316814869000017,0.040844639898781586,0.29083684700122014,0.5486260984900647
W311*-GFP,unroofed,441.2689904850704,10887.126293190327,1091.5751049714527,1091.5751049714527,0.8174331835480316,0.3330962720410167,0.3330962720410167,0.0472519257490102,0.2858443462920065,0.5392083915727797
W311*-GFP,unroofed,441.58172963918895,10898.439462603561,1091.79623618177,1091.79623618177,0.8182826051346318,0.3331637506610889,0.3331637506610889,0.043921118741471726,0.2892426319196172,0.5456188179154331
W311*-GFP,unroofed,441.89446573159864,10931.753369553626,1126.8018177480253,1126.8018177480253,0.8207838981555134,0.34384577214292944,0.34384577214292944,0.044571418557816544,0.2992743535851129,0.5645423634538569
W311*-GFP,unroofed,442.20719875301234,10942.512267277101,1129.565949235574,1129.565949235574,0.8215917036113084,0.3446892522568862,0.3446892522568862,0.03798180061433165,0.30670745164255453,0.5785639416307485
W311*-GFP,unroofed,442.5199286941411,10967.663096908302,1149.8135874778432,1149.8135874778432,0.8234800919867759,0.35086785855288755,0.35086785855288755,0.04811453807189614,0.3027533204809914,0.5711049845747422
W311*-GFP,unroofed,442.832655545697,10960.040872955547,1127.6365457831648,1127.6365457831648,0.8229077959902361,0.3441004910307153,0.3441004910307153,0.048025775978080894,0.29607471505263444,0.5585066591655183
W311*-GFP,unroofed,443.1453792983911,10987.317698618754,1146.4872644965872,1146.4872644965872,0.8249558095650309,0.349852824608256,0.349852824608256,0.0446629724851321,0.3051898521231239,0.5757011864056097
W311*-GFP,unroofed,443.4580999429345,11001.279303636593,1171.4388317425392,1171.4388317425392,0.826004082445296,0.3574668440132009,0.3574668440132009,0.047364602818425985,0.3101022411947749,0.584967773079319
W311*-GFP,unroofed,443.7708174700381,11040.156826707913,1202.5456219858238,1202.5456219858238,0.8289231059411958,0.36695914171952404,0.36695914171952404,0.048737864201409985,0.3182212775181141,0.6002832850837316
W311*-GFP,unroofed,444.08353187041257,11031.604865174846,1189.9592320096126,1189.9592320096126,0.8282810028780645,0.3631183802726605,0.3631183802726605,0.044734255291657574,0.31838412498100294,0.600590475761718
W311*-GFP,unroofed,444.39624313476804,11030.701317674464,1180.3049987141362,1180.3049987141362,0.828213162229409,0.3601723721551324,0.3601723721551324,0.05145490183604036,0.3087174703190921,0.582355581912134
W311*-GFP,unroofed,444.7089512538147,11080.655483559256,1226.030760853194,1226.030760853194,0.831963848292106,0.37412567764495736,0.37412567764495736,0.04175917772491767,0.3323664999200397,0.6269664177701829
W311*-GFP,unroofed,445.0216562182623,11108.151367184488,1256.0115528087085,1256.0115528087085,0.8340283092968707,0.3832743747778774,0.3832743747778774,0.04667834935769974,0.33659602542017764,0.6349448706296832
W311*-GFP,unroofed,445.33435801882064,11109.618565880459,1238.6150485307085,1238.6150485307085,0.8341384703135291,0.3779657975712738,0.3779657975712738,0.052861898088068786,0.325103899483205,0.6132664613044324
W311*-GFP,unroofed,445.64705664619873,11129.57365597129,1259.59547374247,1259.59547374247,0.8356367493250565,0.38436801524007624,0.38436801524007624,0.050698408758049214,0.33366960648202704,0.6294245597710723
W311*-GFP,unroofed,445.9597520911058,11148.933834934602,1282.8018220758456,1282.8018220758456,0.8370903608932384,0.3914494776903717,0.3914494776903717,0.05278258498564588,0.33866689270472583,0.6388512939406457
W311*-GFP,unroofed,446.2724443442511,11164.957595363574,1300.7608401193122,1300.7608401193122,0.8382934656563437,0.3969297070695059,0.3969297070695059,0.046930299160514596,0.3499994079089913,0.6602286182607977
W311*-GFP,unroofed,446.5851333963427,11180.616948220624,1302.0488734129276,1302.0488734129276,0.8394692097704032,0.3973227529409389,0.3973227529409389,0.04573467652208665,0.35158807641885226,0.6632254359451655
W311*-GFP,unroofed,446.89781923808914,11200.628151629558,1313.1304956921012,1313.1304956921012,0.840971701912836,0.4007043315904959,0.4007043315904959,0.054350024344253595,0.3463543072462423,0.653352607274476
W311*-GFP,unroofed,447.2105018601984,11215.884719386893,1324.9483886470057,1324.9483886470057,0.8421172038952732,0.40431058467260644,0.40431058467260644,0.048838467861735756,0.3554721168108707,0.670552175829132
